id,quality_grade,url,image_url,captive_cultivated,scientific_name
1067828,research,http://www.inaturalist.org/observations/1067828,https://inaturalist-open-data.s3.amazonaws.com/photos/1338562/medium.JPG,false,Juglans nigra
1068459,research,http://www.inaturalist.org/observations/1068459,https://inaturalist-open-data.s3.amazonaws.com/photos/1360343/medium.jpg,false,Carya tomentosa
1073223,research,http://www.inaturalist.org/observations/1073223,https://inaturalist-open-data.s3.amazonaws.com/photos/1345986/medium.jpg,false,Juglans nigra
1073766,research,http://www.inaturalist.org/observations/1073766,https://inaturalist-open-data.s3.amazonaws.com/photos/1346093/medium.JPG,false,Carya tomentosa
1077530,research,http://www.inaturalist.org/observations/1077530,http://static.inaturalist.org/photos/1350744/medium.jpg,false,Juglans nigra
1082189,research,http://www.inaturalist.org/observations/1082189,https://inaturalist-open-data.s3.amazonaws.com/photos/1358853/medium.JPG,false,Juglans nigra
1082461,research,http://www.inaturalist.org/observations/1082461,https://inaturalist-open-data.s3.amazonaws.com/photos/1359344/medium.jpg,false,Juglans nigra
1083268,research,http://www.inaturalist.org/observations/1083268,https://inaturalist-open-data.s3.amazonaws.com/photos/1360576/medium.jpg,false,Carya illinoinensis
1083444,research,http://www.inaturalist.org/observations/1083444,https://inaturalist-open-data.s3.amazonaws.com/photos/1360817/medium.JPG,false,Carya tomentosa
1084089,research,http://www.inaturalist.org/observations/1084089,https://inaturalist-open-data.s3.amazonaws.com/photos/1361815/medium.JPG,false,Carya cordiformis
1084338,research,http://www.inaturalist.org/observations/1084338,https://inaturalist-open-data.s3.amazonaws.com/photos/1362155/medium.JPG,false,Juglans nigra
1084470,research,http://www.inaturalist.org/observations/1084470,https://inaturalist-open-data.s3.amazonaws.com/photos/1362356/medium.JPG,false,Carya ovata
1084496,research,http://www.inaturalist.org/observations/1084496,https://inaturalist-open-data.s3.amazonaws.com/photos/1362404/medium.JPG,false,Juglans nigra
1084530,research,http://www.inaturalist.org/observations/1084530,https://inaturalist-open-data.s3.amazonaws.com/photos/1362444/medium.JPG,false,Juglans nigra
1085708,research,http://www.inaturalist.org/observations/1085708,https://inaturalist-open-data.s3.amazonaws.com/photos/1363932/medium.jpg,false,Carya tomentosa
1085727,research,http://www.inaturalist.org/observations/1085727,https://inaturalist-open-data.s3.amazonaws.com/photos/1364072/medium.jpg,false,Juglans nigra
1089050,research,http://www.inaturalist.org/observations/1089050,https://inaturalist-open-data.s3.amazonaws.com/photos/1368020/medium.jpg,false,Juglans nigra
1090435,research,http://www.inaturalist.org/observations/1090435,https://inaturalist-open-data.s3.amazonaws.com/photos/1370517/medium.JPG,false,Carya tomentosa
1090585,research,http://www.inaturalist.org/observations/1090585,https://inaturalist-open-data.s3.amazonaws.com/photos/1370748/medium.jpg,false,Carya tomentosa
1114153,research,http://www.inaturalist.org/observations/1114153,https://inaturalist-open-data.s3.amazonaws.com/photos/1400127/medium.JPG,false,Juglans nigra
1128810,research,http://www.inaturalist.org/observations/1128810,https://inaturalist-open-data.s3.amazonaws.com/photos/1419218/medium.JPG,false,Carya illinoinensis
1128854,research,http://www.inaturalist.org/observations/1128854,https://inaturalist-open-data.s3.amazonaws.com/photos/1419303/medium.JPG,false,Carya illinoinensis
1128897,research,http://www.inaturalist.org/observations/1128897,https://inaturalist-open-data.s3.amazonaws.com/photos/1419353/medium.JPG,false,Carya illinoinensis
1147058,research,http://www.inaturalist.org/observations/1147058,https://inaturalist-open-data.s3.amazonaws.com/photos/1444377/medium.jpg,false,Carya glabra
1170443,research,http://www.inaturalist.org/observations/1170443,https://inaturalist-open-data.s3.amazonaws.com/photos/1476675/medium.JPG,false,Juglans nigra
1175063,research,http://www.inaturalist.org/observations/1175063,https://inaturalist-open-data.s3.amazonaws.com/photos/1482540/medium.JPG,false,Carya cordiformis
1175072,research,http://www.inaturalist.org/observations/1175072,https://inaturalist-open-data.s3.amazonaws.com/photos/1482552/medium.JPG,false,Carya cordiformis
1185760,research,http://www.inaturalist.org/observations/1185760,https://inaturalist-open-data.s3.amazonaws.com/photos/1497823/medium.jpg,false,Carya illinoinensis
1209897,research,http://www.inaturalist.org/observations/1209897,http://static.inaturalist.org/photos/1528277/medium.jpg,false,Carya illinoinensis
1216154,research,http://www.inaturalist.org/observations/1216154,https://inaturalist-open-data.s3.amazonaws.com/photos/1534923/medium.JPG,false,Carya ovata
1216169,research,http://www.inaturalist.org/observations/1216169,https://inaturalist-open-data.s3.amazonaws.com/photos/1534939/medium.JPG,false,Carya ovata
1229775,research,http://www.inaturalist.org/observations/1229775,https://inaturalist-open-data.s3.amazonaws.com/photos/1549200/medium.jpg,false,Carya ovata
1264583,research,http://www.inaturalist.org/observations/1264583,http://static.inaturalist.org/photos/1587427/medium.jpg,false,Carya myristiciformis
1264594,research,http://www.inaturalist.org/observations/1264594,http://static.inaturalist.org/photos/1587449/medium.jpg,false,Juglans nigra
1279955,research,http://www.inaturalist.org/observations/1279955,https://inaturalist-open-data.s3.amazonaws.com/photos/1605313/medium.JPG,false,Carya ovata
1289894,research,http://www.inaturalist.org/observations/1289894,https://inaturalist-open-data.s3.amazonaws.com/photos/1618068/medium.jpg,false,Juglans nigra
1372746,research,http://www.inaturalist.org/observations/1372746,http://static.inaturalist.org/photos/1697643/medium.jpg,false,Carya ovata
1394011,research,http://www.inaturalist.org/observations/1394011,http://static.inaturalist.org/photos/1731442/medium.jpg,false,Carya ovata
1403815,research,http://www.inaturalist.org/observations/1403815,http://static.inaturalist.org/photos/1736671/medium.jpg,false,Carya ovata
1428073,research,http://www.inaturalist.org/observations/1428073,http://static.inaturalist.org/photos/1767342/medium.jpg,false,Carya aquatica
1428081,research,http://www.inaturalist.org/observations/1428081,http://static.inaturalist.org/photos/1767349/medium.jpg,false,Carya aquatica
1454556,research,http://www.inaturalist.org/observations/1454556,http://static.inaturalist.org/photos/1803021/medium.JPG,false,Juglans nigra
1461396,research,http://www.inaturalist.org/observations/1461396,http://static.inaturalist.org/photos/1811969/medium.jpg,false,Carya ovata
1478274,research,http://www.inaturalist.org/observations/1478274,http://static.inaturalist.org/photos/1832565/medium.jpg,false,Carya illinoinensis
1485312,research,http://www.inaturalist.org/observations/1485312,https://inaturalist-open-data.s3.amazonaws.com/photos/1843376/medium.jpg,false,Carya tomentosa
1507225,research,http://www.inaturalist.org/observations/1507225,http://static.inaturalist.org/photos/1867110/medium.jpg,false,Juglans nigra
1526097,research,http://www.inaturalist.org/observations/1526097,https://inaturalist-open-data.s3.amazonaws.com/photos/1891013/medium.jpg,false,Carya cordiformis
1528465,research,http://www.inaturalist.org/observations/1528465,https://inaturalist-open-data.s3.amazonaws.com/photos/1893789/medium.jpg,false,Carya ovata
1564691,research,http://www.inaturalist.org/observations/1564691,http://static.inaturalist.org/photos/1939561/medium.jpg,false,Carya ovata
1565158,research,http://www.inaturalist.org/observations/1565158,http://static.inaturalist.org/photos/1937768/medium.jpg,false,Juglans nigra
1573891,research,http://www.inaturalist.org/observations/1573891,https://inaturalist-open-data.s3.amazonaws.com/photos/1946738/medium.jpg,false,Juglans nigra
1576003,research,http://www.inaturalist.org/observations/1576003,https://inaturalist-open-data.s3.amazonaws.com/photos/1948687/medium.jpg,false,Carya tomentosa
1579799,research,http://www.inaturalist.org/observations/1579799,https://inaturalist-open-data.s3.amazonaws.com/photos/1951353/medium.JPG,false,Juglans nigra
1600082,research,http://www.inaturalist.org/observations/1600082,https://inaturalist-open-data.s3.amazonaws.com/photos/1966754/medium.jpg,false,Carya cordiformis
1603214,research,http://www.inaturalist.org/observations/1603214,http://static.inaturalist.org/photos/1971325/medium.jpg,false,Juglans nigra
1614685,research,http://www.inaturalist.org/observations/1614685,https://static.inaturalist.org/photos/1984319/medium.jpg,false,Carya illinoinensis
1668954,research,http://www.inaturalist.org/observations/1668954,http://static.inaturalist.org/photos/2034819/medium.jpg,false,Juglans nigra
1672600,research,http://www.inaturalist.org/observations/1672600,https://static.inaturalist.org/photos/2035866/medium.jpg,false,Carya tomentosa
1700927,research,http://www.inaturalist.org/observations/1700927,https://inaturalist-open-data.s3.amazonaws.com/photos/2059344/medium.jpg,false,Carya glabra
1732013,research,http://www.inaturalist.org/observations/1732013,https://inaturalist-open-data.s3.amazonaws.com/photos/2098919/medium.JPG,false,Juglans nigra
1736055,research,http://www.inaturalist.org/observations/1736055,http://static.inaturalist.org/photos/2104461/medium.jpg,false,Juglans nigra
1768771,research,http://www.inaturalist.org/observations/1768771,http://static.inaturalist.org/photos/2138934/medium.jpg,false,Juglans nigra
1792459,research,http://www.inaturalist.org/observations/1792459,https://inaturalist-open-data.s3.amazonaws.com/photos/2171598/medium.jpg,false,Juglans nigra
1822575,research,http://www.inaturalist.org/observations/1822575,https://inaturalist-open-data.s3.amazonaws.com/photos/2211014/medium.jpg,false,Carya cordiformis
1847184,research,http://www.inaturalist.org/observations/1847184,https://inaturalist-open-data.s3.amazonaws.com/photos/2244994/medium.jpg,false,Carya ovata
1856420,research,http://www.inaturalist.org/observations/1856420,https://static.inaturalist.org/photos/2257595/medium.jpg,false,Juglans nigra
1925107,research,http://www.inaturalist.org/observations/1925107,https://inaturalist-open-data.s3.amazonaws.com/photos/2354115/medium.jpg,false,Juglans nigra
1941716,research,http://www.inaturalist.org/observations/1941716,https://inaturalist-open-data.s3.amazonaws.com/photos/2377424/medium.JPG,false,Carya illinoinensis
1947067,research,http://www.inaturalist.org/observations/1947067,https://inaturalist-open-data.s3.amazonaws.com/photos/2385065/medium.JPG,false,Carya glabra
1949363,research,http://www.inaturalist.org/observations/1949363,https://inaturalist-open-data.s3.amazonaws.com/photos/2388691/medium.jpg,false,Carya ovata
1950405,research,http://www.inaturalist.org/observations/1950405,https://inaturalist-open-data.s3.amazonaws.com/photos/2389716/medium.JPG,false,Juglans nigra
1974110,research,http://www.inaturalist.org/observations/1974110,https://inaturalist-open-data.s3.amazonaws.com/photos/2418715/medium.jpg,false,Juglans cinerea
2018290,research,http://www.inaturalist.org/observations/2018290,http://static.inaturalist.org/photos/2459393/medium.jpg,false,Juglans nigra
2028121,research,http://www.inaturalist.org/observations/2028121,https://inaturalist-open-data.s3.amazonaws.com/photos/2465038/medium.JPG,false,Carya illinoinensis
2146696,research,http://www.inaturalist.org/observations/2146696,http://static.inaturalist.org/photos/2534335/medium.jpg,false,Juglans nigra
2163719,research,http://www.inaturalist.org/observations/2163719,https://inaturalist-open-data.s3.amazonaws.com/photos/2537372/medium.jpg,false,Carya ovata
2197126,research,http://www.inaturalist.org/observations/2197126,http://static.inaturalist.org/photos/2543147/medium.JPG,false,Carya carolinae-septentrionalis
2318608,research,http://www.inaturalist.org/observations/2318608,https://inaturalist-open-data.s3.amazonaws.com/photos/2578856/medium.JPG,false,Carya illinoinensis
2339231,research,http://www.inaturalist.org/observations/2339231,https://inaturalist-open-data.s3.amazonaws.com/photos/2595790/medium.JPG,false,Juglans nigra
2345640,research,http://www.inaturalist.org/observations/2345640,https://inaturalist-open-data.s3.amazonaws.com/photos/2604923/medium.jpeg,false,Carya illinoinensis
2353625,research,http://www.inaturalist.org/observations/2353625,https://inaturalist-open-data.s3.amazonaws.com/photos/2616229/medium.jpg,false,Carya texana
2362237,research,http://www.inaturalist.org/observations/2362237,https://inaturalist-open-data.s3.amazonaws.com/photos/2628157/medium.jpg,false,Carya cordiformis
2374686,research,http://www.inaturalist.org/observations/2374686,https://inaturalist-open-data.s3.amazonaws.com/photos/2644946/medium.jpeg,false,Juglans nigra
2384168,research,http://www.inaturalist.org/observations/2384168,https://inaturalist-open-data.s3.amazonaws.com/photos/2657793/medium.jpeg,false,Carya illinoinensis
2436670,research,http://www.inaturalist.org/observations/2436670,https://inaturalist-open-data.s3.amazonaws.com/photos/2716667/medium.jpg,false,Juglans nigra
2436681,research,http://www.inaturalist.org/observations/2436681,https://inaturalist-open-data.s3.amazonaws.com/photos/2716681/medium.jpg,false,Carya illinoinensis
2442176,research,http://www.inaturalist.org/observations/2442176,https://inaturalist-open-data.s3.amazonaws.com/photos/2725211/medium.jpeg,false,Carya tomentosa
2442340,research,http://www.inaturalist.org/observations/2442340,https://inaturalist-open-data.s3.amazonaws.com/photos/2725206/medium.jpeg,false,Juglans nigra
2442910,research,http://www.inaturalist.org/observations/2442910,http://static.inaturalist.org/photos/2725876/medium.jpg,false,Carya illinoinensis
2450422,research,http://www.inaturalist.org/observations/2450422,https://inaturalist-open-data.s3.amazonaws.com/photos/2737053/medium.jpg,false,Carya carolinae-septentrionalis
2450427,research,http://www.inaturalist.org/observations/2450427,https://inaturalist-open-data.s3.amazonaws.com/photos/2737058/medium.jpg,false,Carya ovata
2453778,research,http://www.inaturalist.org/observations/2453778,https://inaturalist-open-data.s3.amazonaws.com/photos/2742587/medium.jpg,false,Carya aquatica
2469320,research,http://www.inaturalist.org/observations/2469320,http://static.inaturalist.org/photos/2763707/medium.jpg,false,Carya tomentosa
2504551,research,http://www.inaturalist.org/observations/2504551,https://inaturalist-open-data.s3.amazonaws.com/photos/2812149/medium.JPG,false,Carya ovata
2565601,research,http://www.inaturalist.org/observations/2565601,https://inaturalist-open-data.s3.amazonaws.com/photos/2859557/medium.jpg,false,Carya ovata
2653803,research,http://www.inaturalist.org/observations/2653803,http://static.inaturalist.org/photos/2981839/medium.JPG,false,Juglans nigra
2795062,research,http://www.inaturalist.org/observations/2795062,http://static.inaturalist.org/photos/3172492/medium.JPG,false,Carya tomentosa
2804884,research,http://www.inaturalist.org/observations/2804884,http://static.inaturalist.org/photos/3185737/medium.JPG,false,Carya carolinae-septentrionalis
2808674,research,http://www.inaturalist.org/observations/2808674,https://inaturalist-open-data.s3.amazonaws.com/photos/3191489/medium.jpg,false,Carya cordiformis
2832954,research,http://www.inaturalist.org/observations/2832954,https://inaturalist-open-data.s3.amazonaws.com/photos/3226712/medium.jpg,false,Juglans nigra
2866130,research,http://www.inaturalist.org/observations/2866130,http://static.inaturalist.org/photos/3272380/medium.jpg,false,Carya glabra
2885793,research,http://www.inaturalist.org/observations/2885793,https://inaturalist-open-data.s3.amazonaws.com/photos/3298139/medium.jpg,false,Juglans nigra
2890359,research,http://www.inaturalist.org/observations/2890359,https://inaturalist-open-data.s3.amazonaws.com/photos/3304532/medium.jpg,false,Carya glabra glabra
2890672,research,http://www.inaturalist.org/observations/2890672,http://static.inaturalist.org/photos/3304916/medium.jpeg,false,Carya glabra
2912264,research,http://www.inaturalist.org/observations/2912264,http://static.inaturalist.org/photos/3332600/medium.jpg,false,Carya tomentosa
2924087,research,http://www.inaturalist.org/observations/2924087,https://inaturalist-open-data.s3.amazonaws.com/photos/3348850/medium.jpg,false,Carya tomentosa
2925704,research,http://www.inaturalist.org/observations/2925704,http://static.inaturalist.org/photos/3351028/medium.jpeg,false,Carya glabra
2929256,research,http://www.inaturalist.org/observations/2929256,https://inaturalist-open-data.s3.amazonaws.com/photos/3355998/medium.jpg,false,Carya glabra
2929330,research,http://www.inaturalist.org/observations/2929330,https://inaturalist-open-data.s3.amazonaws.com/photos/3356106/medium.jpg,false,Carya glabra
2929405,research,http://www.inaturalist.org/observations/2929405,https://inaturalist-open-data.s3.amazonaws.com/photos/3356261/medium.jpeg,false,Carya tomentosa
2929428,research,http://www.inaturalist.org/observations/2929428,http://static.inaturalist.org/photos/3356292/medium.jpg,false,Carya tomentosa
3021929,research,http://www.inaturalist.org/observations/3021929,http://static.inaturalist.org/photos/3477860/medium.jpg,false,Carya tomentosa
3021972,research,http://www.inaturalist.org/observations/3021972,http://static.inaturalist.org/photos/3477907/medium.jpg,false,Carya glabra
3022065,research,http://www.inaturalist.org/observations/3022065,http://static.inaturalist.org/photos/3477993/medium.jpg,false,Carya tomentosa
3022109,research,http://www.inaturalist.org/observations/3022109,http://static.inaturalist.org/photos/3478046/medium.jpg,false,Carya glabra
3033933,research,http://www.inaturalist.org/observations/3033933,http://static.inaturalist.org/photos/3492334/medium.jpeg,false,Carya tomentosa
3034927,research,http://www.inaturalist.org/observations/3034927,https://inaturalist-open-data.s3.amazonaws.com/photos/3493763/medium.jpeg,false,Carya illinoinensis
3042376,research,http://www.inaturalist.org/observations/3042376,http://static.inaturalist.org/photos/3502922/medium.jpg,false,Carya ovata
3044188,research,http://www.inaturalist.org/observations/3044188,https://inaturalist-open-data.s3.amazonaws.com/photos/3505297/medium.jpg,false,Juglans nigra
3067194,research,http://www.inaturalist.org/observations/3067194,http://static.inaturalist.org/photos/3533779/medium.jpg,false,Carya tomentosa
3067905,research,http://www.inaturalist.org/observations/3067905,https://inaturalist-open-data.s3.amazonaws.com/photos/3534709/medium.jpg,false,Carya ovata
3076373,research,http://www.inaturalist.org/observations/3076373,http://static.inaturalist.org/photos/3546394/medium.JPG,false,Juglans cinerea
3080753,research,http://www.inaturalist.org/observations/3080753,https://inaturalist-open-data.s3.amazonaws.com/photos/3552659/medium.jpg,false,Carya ovata
3156851,research,http://www.inaturalist.org/observations/3156851,https://inaturalist-open-data.s3.amazonaws.com/photos/3649098/medium.jpg,false,Carya tomentosa
3158409,research,http://www.inaturalist.org/observations/3158409,http://static.inaturalist.org/photos/3650862/medium.jpg,false,Carya glabra glabra
3159575,research,http://www.inaturalist.org/observations/3159575,https://inaturalist-open-data.s3.amazonaws.com/photos/3652467/medium.jpg,false,Carya ovata
3159925,research,http://www.inaturalist.org/observations/3159925,https://inaturalist-open-data.s3.amazonaws.com/photos/3652955/medium.jpg,false,Carya tomentosa
3164211,research,http://www.inaturalist.org/observations/3164211,http://static.inaturalist.org/photos/3658654/medium.jpg,false,Carya tomentosa
3204830,research,http://www.inaturalist.org/observations/3204830,https://inaturalist-open-data.s3.amazonaws.com/photos/3709196/medium.jpg,false,Carya illinoinensis
3225439,research,http://www.inaturalist.org/observations/3225439,https://inaturalist-open-data.s3.amazonaws.com/photos/3733615/medium.jpg,false,Carya glabra
3243457,research,http://www.inaturalist.org/observations/3243457,https://inaturalist-open-data.s3.amazonaws.com/photos/3754066/medium.jpeg,false,Carya illinoinensis
3264721,research,http://www.inaturalist.org/observations/3264721,https://inaturalist-open-data.s3.amazonaws.com/photos/3775110/medium.JPG,false,Juglans nigra
3271127,research,http://www.inaturalist.org/observations/3271127,https://inaturalist-open-data.s3.amazonaws.com/photos/3782209/medium.jpeg,false,Carya ovata
3273345,research,http://www.inaturalist.org/observations/3273345,https://inaturalist-open-data.s3.amazonaws.com/photos/3785070/medium.jpg,false,Carya carolinae-septentrionalis
3305852,research,http://www.inaturalist.org/observations/3305852,https://inaturalist-open-data.s3.amazonaws.com/photos/3820791/medium.jpeg,false,Juglans nigra
3314516,research,http://www.inaturalist.org/observations/3314516,http://static.inaturalist.org/photos/3830608/medium.jpeg,false,Juglans nigra
3327667,research,http://www.inaturalist.org/observations/3327667,https://inaturalist-open-data.s3.amazonaws.com/photos/3843715/medium.jpg,false,Juglans nigra
3388889,research,http://www.inaturalist.org/observations/3388889,https://inaturalist-open-data.s3.amazonaws.com/photos/3918077/medium.jpeg,false,Juglans nigra
